114,INR,INR,12-01-2018,1093
115,INR,MYR,12-01-2018,1094
116,INR,USD,12-01-2018,1095
117,INR,USD,12-01-2018,1096
118,INR,MYR,12-01-2018,1097
119,INR,INR,12-01-2018,1098
120,MYR,,12-01-2018,1099
121,INR,USD,12-01-2018,1100
122,EURO,USD,,1101
123,INR,USD,12-01-2018,1102
124,INR,USD,12-01-2018,1103
125,USD,MYR,,1104
126,INR,USD,12-01-2018,1105
127,INR,USD,12-01-2018,1106
128,MYR,USD,12-01-2018,1107
129,MYR,MYR,12-01-2018,1108
130,MYR,USD,12-01-2018,1109
131,INR,INR,12-01-2018,1110
132,INR,USD,,1111
133,INR,MYR,12-01-2018,1112
134,INR,USD,12-01-2018,1113
135,INR,INR,12-01-2018,1114
136,INR,MYR,12-01-2018,1115
137,INR,USD,12-01-2018,1116
138,INR,USD,12-01-2018,1117
139,INR,MYR,12-01-2018,1118
140,INR,INR,12-01-2018,1119
141,MYR,,12-01-2018,1120
142,INR,USD,12-01-2018,1121
143,EURO,USD,,1122
144,INR,USD,12-01-2018,1123
145,INR,USD,12-01-2018,1124
146,USD,MYR,,1125
147,INR,USD,12-01-2018,1126
148,INR,USD,12-01-2018,1127
149,MYR,USD,12-01-2018,1128
150,MYR,MYR,12-01-2018,1129
151,MYR,USD,12-01-2018,1130
152,INR,INR,12-01-2018,1131
153,INR,USD,,1132
154,INR,MYR,12-01-2018,1133
155,INR,USD,12-01-2018,1134
156,INR,INR,12-01-2018,1135
157,INR,MYR,12-01-2018,1136
158,INR,USD,12-01-2018,1137
159,INR,USD,12-01-2018,1138
160,INR,MYR,12-01-2018,1139
161,INR,INR,12-01-2018,1140
162,MYR,,12-01-2018,1141
163,INR,USD,12-01-2018,1142
164,EURO,USD,,1143
165,INR,USD,12-01-2018,1144
166,INR,USD,12-01-2018,1145
167,USD,MYR,,1146
168,INR,USD,12-01-2018,1147
169,INR,USD,12-01-2018,1148
170,MYR,USD,12-01-2018,1149
171,MYR,MYR,12-01-2018,1150
172,MYR,USD,12-01-2018,1151
173,INR,INR,12-01-2018,1152
174,INR,USD,,1153
175,INR,MYR,12-01-2018,1154
176,INR,USD,12-01-2018,1155
177,INR,INR,12-01-2018,1156
178,INR,MYR,12-01-2018,1157
179,INR,USD,12-01-2018,1158
180,INR,USD,12-01-2018,1159
181,INR,MYR,12-01-2018,1160
182,INR,INR,12-01-2018,1161
183,MYR,,12-01-2018,1162
184,INR,USD,12-01-2018,1163
185,EURO,USD,,1164
186,INR,USD,12-01-2018,1165
187,INR,USD,12-01-2018,1166
188,USD,MYR,,1167
189,INR,USD,12-01-2018,1168
190,INR,USD,12-01-2018,1169
191,MYR,USD,12-01-2018,1170
192,MYR,MYR,12-01-2018,1171
193,MYR,USD,12-01-2018,1172
194,INR,INR,12-01-2018,1173
195,INR,USD,,1174
196,INR,MYR,12-01-2018,1175
197,INR,USD,12-01-2018,1176
198,INR,INR,12-01-2018,1177
199,INR,MYR,12-01-2018,1178
200,INR,USD,12-01-2018,1179
201,INR,USD,12-01-2018,1180
202,INR,MYR,12-01-2018,1181
203,INR,INR,12-01-2018,1182
204,MYR,,12-01-2018,1183
205,INR,USD,12-01-2018,1184
206,EURO,USD,,1185
207,INR,USD,12-01-2018,1186
208,INR,USD,12-01-2018,1187
209,USD,MYR,,1188
210,INR,USD,12-01-2018,1189
211,INR,USD,12-01-2018,1190
212,MYR,USD,12-01-2018,1191
213,MYR,MYR,12-01-2018,1192
214,MYR,USD,12-01-2018,1193
215,INR,INR,12-01-2018,1194
216,INR,USD,,1195
217,INR,MYR,12-01-2018,1196
218,INR,USD,12-01-2018,1197
219,INR,INR,12-01-2018,1198
220,INR,MYR,12-01-2018,1199
221,INR,USD,12-01-2018,1200
222,INR,USD,12-01-2018,1201
223,INR,MYR,12-01-2018,1202
224,INR,INR,12-01-2018,1203
225,MYR,,12-01-2018,1204
226,INR,USD,12-01-2018,1205
227,EURO,USD,,1206
228,INR,USD,12-01-2018,1207
229,INR,USD,12-01-2018,1208
230,USD,MYR,,1209
231,INR,USD,12-01-2018,1210
232,INR,USD,12-01-2018,1211
233,MYR,USD,12-01-2018,1212
234,MYR,MYR,12-01-2018,1213
235,MYR,USD,12-01-2018,1214
236,INR,INR,12-01-2018,1215
237,INR,USD,,1216
238,INR,MYR,12-01-2018,1217
239,INR,USD,12-01-2018,1218
240,INR,INR,12-01-2018,1219
241,INR,MYR,12-01-2018,1220
242,INR,USD,12-01-2018,1221
243,INR,USD,12-01-2018,1222
244,INR,MYR,12-01-2018,1223
245,INR,INR,12-01-2018,1224
246,MYR,,12-01-2018,1225
247,INR,USD,12-01-2018,1226
248,EURO,USD,,1227
249,INR,USD,12-01-2018,1228
250,INR,USD,12-01-2018,1229
251,USD,MYR,,1230
252,INR,USD,12-01-2018,1231
253,INR,USD,12-01-2018,1232
254,MYR,USD,12-01-2018,1233
255,MYR,MYR,12-01-2018,1234
256,MYR,USD,12-01-2018,1235
257,INR,INR,12-01-2018,1236
258,INR,USD,,1237
259,INR,MYR,12-01-2018,1238
260,INR,USD,12-01-2018,1239
261,INR,INR,12-01-2018,1240
262,INR,MYR,12-01-2018,1241
263,INR,USD,12-01-2018,1242
264,INR,USD,12-01-2018,1243
265,INR,MYR,12-01-2018,1244
266,INR,INR,12-01-2018,1245
267,MYR,,12-01-2018,1246
268,INR,USD,12-01-2018,1247
269,EURO,USD,,1248
270,INR,USD,12-01-2018,1249
271,INR,USD,12-01-2018,1250
272,USD,MYR,,1251
273,INR,USD,12-01-2018,1252
274,INR,USD,12-01-2018,1253
275,MYR,USD,12-01-2018,1254
276,MYR,MYR,12-01-2018,1255
277,MYR,USD,12-01-2018,1256
278,INR,INR,12-01-2018,1257
279,INR,USD,,1258
280,INR,MYR,12-01-2018,1259
281,INR,USD,12-01-2018,1260
282,INR,INR,12-01-2018,1261
283,INR,MYR,12-01-2018,1262
284,INR,USD,12-01-2018,1263
285,INR,USD,12-01-2018,1264
286,INR,MYR,12-01-2018,1265
287,INR,INR,12-01-2018,1266
288,MYR,,12-01-2018,1267
289,INR,USD,12-01-2018,1268
290,EURO,USD,,1269
291,INR,USD,12-01-2018,1270
292,INR,USD,12-01-2018,1271
293,USD,MYR,,1272
294,INR,USD,12-01-2018,1273
295,INR,USD,12-01-2018,1274
296,MYR,USD,12-01-2018,1275
297,MYR,MYR,12-01-2018,1276
298,MYR,USD,12-01-2018,1277
299,INR,INR,12-01-2018,1278
300,INR,USD,,1279
301,INR,MYR,12-01-2018,1280
302,INR,USD,12-01-2018,1281
303,INR,INR,12-01-2018,1282
304,INR,MYR,12-01-2018,1283
305,INR,USD,12-01-2018,1284
306,INR,USD,12-01-2018,1285
307,INR,MYR,12-01-2018,1286
308,INR,INR,12-01-2018,1287
309,MYR,,12-01-2018,1288
310,INR,USD,12-01-2018,1289
311,EURO,USD,,1290
312,INR,USD,12-01-2018,1291
313,INR,USD,12-01-2018,1292
314,USD,MYR,,1293
315,INR,USD,12-01-2018,1294
316,INR,USD,12-01-2018,1295
317,MYR,USD,12-01-2018,1296
318,MYR,MYR,12-01-2018,1297
319,MYR,USD,12-01-2018,1298
320,INR,INR,12-01-2018,1299
321,INR,USD,,1300
322,INR,MYR,12-01-2018,1301
323,INR,USD,12-01-2018,1302
324,INR,INR,12-01-2018,1303
325,INR,MYR,12-01-2018,1304
326,INR,USD,12-01-2018,1305
327,INR,USD,12-01-2018,1306
328,INR,MYR,12-01-2018,1307
329,INR,INR,12-01-2018,1308
330,MYR,,12-01-2018,1309
331,INR,USD,12-01-2018,1310
332,EURO,USD,,1311
333,INR,USD,12-01-2018,1312
334,INR,USD,12-01-2018,1313
335,USD,MYR,,1314
336,INR,USD,12-01-2018,1315
337,INR,USD,12-01-2018,1316
338,MYR,USD,12-01-2018,1317
339,MYR,MYR,12-01-2018,1318
340,MYR,USD,12-01-2018,1319
341,INR,INR,12-01-2018,1320
342,INR,USD,,1321
343,INR,MYR,12-01-2018,1322
344,INR,USD,12-01-2018,1323
345,INR,INR,12-01-2018,1324
346,INR,MYR,12-01-2018,1325
347,INR,USD,12-01-2018,1326
348,INR,USD,12-01-2018,1327
349,INR,MYR,12-01-2018,1328
350,INR,INR,12-01-2018,1329
351,MYR,,12-01-2018,1330
352,INR,USD,12-01-2018,1331
353,EURO,USD,,1332
354,INR,USD,12-01-2018,1333
355,INR,USD,12-01-2018,1334
356,USD,MYR,,1335
357,INR,USD,12-01-2018,1336
358,INR,USD,12-01-2018,1337
359,MYR,USD,12-01-2018,1338
360,MYR,MYR,12-01-2018,1339
361,MYR,USD,12-01-2018,1340
362,INR,INR,12-01-2018,1341
363,INR,USD,,1342
364,INR,MYR,12-01-2018,1343
365,INR,USD,12-01-2018,1344
366,INR,INR,12-01-2018,1345
367,INR,MYR,12-01-2018,1346
368,INR,USD,12-01-2018,1347
369,INR,USD,12-01-2018,1348
370,INR,MYR,12-01-2018,1349
371,INR,INR,12-01-2018,1350
372,MYR,,12-01-2018,1351
373,INR,USD,12-01-2018,1352
374,EURO,USD,,1353
375,INR,USD,12-01-2018,1354
376,INR,USD,12-01-2018,1355
377,USD,MYR,,1356
378,INR,USD,12-01-2018,1357
379,INR,USD,12-01-2018,1358
380,INR,USD,12-01-2018,1359
381,INR,USD,12-01-2018,1360
382,INR,USD,12-01-2018,1361
383,INR,USD,12-01-2018,1362
384,INR,USD,12-01-2018,1363
385,INR,USD,12-01-2018,1364
386,INR,USD,12-01-2018,1365
387,INR,USD,12-01-2018,1366
388,INR,USD,12-01-2018,1367
389,INR,USD,12-01-2018,1368
390,INR,USD,12-01-2018,1369
391,INR,USD,12-01-2018,1370
392,INR,USD,12-01-2018,1371
393,INR,USD,12-01-2018,1372
394,INR,USD,12-01-2018,1373
395,INR,USD,12-01-2018,1374
396,INR,USD,12-01-2018,1375
397,INR,USD,12-01-2018,1376
398,INR,USD,12-01-2018,1377
399,INR,USD,12-01-2018,1378
400,INR,USD,12-01-2018,1379
401,INR,USD,12-01-2018,1380
402,INR,USD,12-01-2018,1381
403,INR,USD,12-01-2018,1382
404,INR,USD,12-01-2018,1383
405,INR,USD,12-01-2018,1384
406,INR,USD,12-01-2018,1385
407,INR,USD,12-01-2018,1386
408,INR,USD,12-01-2018,1387
409,INR,USD,12-01-2018,1388
410,INR,USD,12-01-2018,1389
411,INR,USD,12-01-2018,1390
412,INR,USD,12-01-2018,1391
413,INR,USD,12-01-2018,1392
414,INR,USD,12-01-2018,1393
415,INR,USD,12-01-2018,1394
416,INR,USD,12-01-2018,1395
417,INR,USD,12-01-2018,1396
418,INR,USD,12-01-2018,1397
419,INR,USD,12-01-2018,1398
420,INR,USD,12-01-2018,1399
421,INR,USD,12-01-2018,1400
422,INR,USD,12-01-2018,1401
423,INR,USD,12-01-2018,1402
424,INR,USD,12-01-2018,1403
425,INR,USD,12-01-2018,1404
426,INR,USD,12-01-2018,1405
427,INR,USD,12-01-2018,1406
428,INR,USD,12-01-2018,1407
429,INR,USD,12-01-2018,1408
430,INR,USD,12-01-2018,1409
431,INR,USD,12-01-2018,1410
432,INR,USD,12-01-2018,1411
433,INR,USD,12-01-2018,1412
434,INR,USD,12-01-2018,1413
435,INR,USD,12-01-2018,1414
436,INR,USD,12-01-2018,1415
437,INR,USD,12-01-2018,1416
438,INR,USD,12-01-2018,1417
439,INR,USD,12-01-2018,1418
440,INR,USD,12-01-2018,1419
441,INR,USD,12-01-2018,1420
442,INR,USD,12-01-2018,1421
443,INR,USD,12-01-2018,1422
444,INR,USD,12-01-2018,1423
445,INR,USD,12-01-2018,1424
446,INR,USD,12-01-2018,1425
447,INR,USD,12-01-2018,1426
448,INR,USD,12-01-2018,1427
449,INR,USD,12-01-2018,1428
450,INR,USD,12-01-2018,1429
451,INR,USD,12-01-2018,1430
452,INR,USD,12-01-2018,1431
453,INR,USD,12-01-2018,1432
454,INR,USD,12-01-2018,1433
455,INR,USD,12-01-2018,1434
456,INR,USD,12-01-2018,1435
457,INR,USD,12-01-2018,1436
458,INR,USD,12-01-2018,1437
459,INR,USD,12-01-2018,1438
460,INR,USD,12-01-2018,1439
461,INR,USD,12-01-2018,1440
462,INR,USD,12-01-2018,1441
463,INR,USD,12-01-2018,1442
464,INR,USD,12-01-2018,1443
465,INR,USD,12-01-2018,1444
466,INR,USD,12-01-2018,1445
467,INR,USD,12-01-2018,1446
468,INR,USD,12-01-2018,1447
469,INR,USD,12-01-2018,1448
470,INR,USD,12-01-2018,1449
471,INR,USD,12-01-2018,1450
472,INR,USD,12-01-2018,1451
473,INR,USD,12-01-2018,1452
474,INR,USD,12-01-2018,1453
475,INR,USD,12-01-2018,1454
476,INR,USD,12-01-2018,1455
477,INR,USD,12-01-2018,1456
478,INR,USD,12-01-2018,1457
479,INR,USD,12-01-2018,1458
480,INR,USD,12-01-2018,1459
481,INR,USD,12-01-2018,1460
482,INR,USD,12-01-2018,1461
483,INR,USD,12-01-2018,1462
484,INR,USD,12-01-2018,1463
485,INR,USD,12-01-2018,1464
486,INR,USD,12-01-2018,1465
487,INR,USD,12-01-2018,1466
488,INR,USD,12-01-2018,1467
489,INR,USD,12-01-2018,1468
490,INR,USD,12-01-2018,1469
491,INR,USD,12-01-2018,1470
492,INR,USD,12-01-2018,1471
493,INR,USD,12-01-2018,1472
494,INR,USD,12-01-2018,1473
495,INR,USD,12-01-2018,1474
496,INR,USD,12-01-2018,1475
497,INR,USD,12-01-2018,1476
498,INR,USD,12-01-2018,1477
499,INR,USD,12-01-2018,1478
500,INR,USD,12-01-2018,1479
501,INR,USD,12-01-2018,1480
502,INR,USD,12-01-2018,1481
503,INR,USD,12-01-2018,1482
504,INR,USD,12-01-2018,1483
505,INR,USD,12-01-2018,1484
506,INR,USD,12-01-2018,1485
507,INR,USD,12-01-2018,1486
508,INR,USD,12-01-2018,1487
509,INR,USD,12-01-2018,1488
510,INR,USD,12-01-2018,1489
511,INR,USD,12-01-2018,1490
512,INR,USD,12-01-2018,1491
513,INR,USD,12-01-2018,1492
514,INR,USD,12-01-2018,1493
515,INR,USD,12-01-2018,1494
516,INR,USD,12-01-2018,1495
517,INR,USD,12-01-2018,1496
518,INR,USD,12-01-2018,1497
519,INR,USD,12-01-2018,1498
520,INR,USD,12-01-2018,1499
521,INR,USD,12-01-2018,1500
522,INR,USD,12-01-2018,1501
523,INR,USD,12-01-2018,1502
524,INR,USD,12-01-2018,1503
525,INR,USD,12-01-2018,1504
526,INR,USD,12-01-2018,1505
527,INR,USD,12-01-2018,1506
528,INR,USD,12-01-2018,1507
529,INR,USD,12-01-2018,1508
530,INR,USD,12-01-2018,1509
531,INR,USD,12-01-2018,1510
532,INR,USD,12-01-2018,1511
533,INR,USD,12-01-2018,1512
534,INR,USD,12-01-2018,1513
535,INR,USD,12-01-2018,1514
536,INR,USD,12-01-2018,1515
537,INR,USD,12-01-2018,1516
538,INR,USD,12-01-2018,1517
539,INR,USD,12-01-2018,1518
540,INR,USD,12-01-2018,1519
541,INR,USD,12-01-2018,1520
542,INR,USD,12-01-2018,1521
543,INR,USD,12-01-2018,1522
544,INR,USD,12-01-2018,1523
545,INR,USD,12-01-2018,1524
546,INR,USD,12-01-2018,1525
547,INR,USD,12-01-2018,1526
548,INR,USD,12-01-2018,1527
549,INR,USD,12-01-2018,1528
550,INR,USD,12-01-2018,1529
551,INR,USD,12-01-2018,1530
552,INR,USD,12-01-2018,1531
553,INR,USD,12-01-2018,1532
554,INR,USD,12-01-2018,1533
555,INR,USD,12-01-2018,1534
556,INR,USD,12-01-2018,1535
557,INR,USD,12-01-2018,1536
558,INR,USD,12-01-2018,1537
559,INR,USD,12-01-2018,1538
560,INR,USD,12-01-2018,1539
561,INR,USD,12-01-2018,1540
562,INR,USD,12-01-2018,1541
563,INR,USD,12-01-2018,1542
564,INR,USD,12-01-2018,1543
565,INR,USD,12-01-2018,1544
566,INR,USD,12-01-2018,1545
567,INR,USD,12-01-2018,1546
568,INR,USD,12-01-2018,1547
569,INR,USD,12-01-2018,1548
570,INR,USD,12-01-2018,1549
571,INR,USD,12-01-2018,1550
572,INR,USD,12-01-2018,1551
573,INR,USD,12-01-2018,1552
574,INR,USD,12-01-2018,1553
575,INR,USD,12-01-2018,1554
576,INR,USD,12-01-2018,1555
577,INR,USD,12-01-2018,1556
578,INR,USD,12-01-2018,1557
579,INR,USD,12-01-2018,1558
580,INR,USD,12-01-2018,1559
581,INR,USD,12-01-2018,1560
582,INR,USD,12-01-2018,1561
583,INR,USD,12-01-2018,1562
584,INR,USD,12-01-2018,1563
585,INR,USD,12-01-2018,1564
586,INR,USD,12-01-2018,1565
587,INR,USD,12-01-2018,1566
588,INR,USD,12-01-2018,1567
589,INR,USD,12-01-2018,1568
590,INR,USD,12-01-2018,1569
591,INR,USD,12-01-2018,1570
592,INR,USD,12-01-2018,1571
593,INR,USD,12-01-2018,1572
594,INR,USD,12-01-2018,1573
595,INR,USD,12-01-2018,1574
596,INR,USD,12-01-2018,1575
597,INR,USD,12-01-2018,1576
598,INR,USD,12-01-2018,1577
599,INR,USD,12-01-2018,1578
600,INR,USD,12-01-2018,1579
601,INR,USD,12-01-2018,1580
602,INR,USD,12-01-2018,1581
603,INR,USD,12-01-2018,1582
604,INR,USD,12-01-2018,1583
605,INR,USD,12-01-2018,1584
606,INR,USD,12-01-2018,1585
607,INR,USD,12-01-2018,1586
608,INR,USD,12-01-2018,1587
609,INR,USD,12-01-2018,1588
610,INR,USD,12-01-2018,1589
611,INR,USD,12-01-2018,1590
612,INR,USD,12-01-2018,1591
613,INR,USD,12-01-2018,1592
614,INR,USD,12-01-2018,1593
615,INR,USD,12-01-2018,1594
616,INR,USD,12-01-2018,1595
617,INR,USD,12-01-2018,1596
618,INR,USD,12-01-2018,1597
619,INR,USD,12-01-2018,1598
620,INR,USD,12-01-2018,1599
621,INR,USD,12-01-2018,1600
622,INR,USD,12-01-2018,1601
623,INR,USD,12-01-2018,1602
624,INR,USD,12-01-2018,1603
625,INR,USD,12-01-2018,1604
626,INR,USD,12-01-2018,1605
627,INR,USD,12-01-2018,1606
628,INR,USD,12-01-2018,1607
629,INR,USD,12-01-2018,1608
630,INR,USD,12-01-2018,1609
631,INR,USD,12-01-2018,1610
632,INR,USD,12-01-2018,1611
633,INR,USD,12-01-2018,1612
634,INR,USD,12-01-2018,1613
635,INR,USD,12-01-2018,1614
636,INR,USD,12-01-2018,1615
637,INR,USD,12-01-2018,1616
638,INR,USD,12-01-2018,1617
639,INR,USD,12-01-2018,1618
640,INR,USD,12-01-2018,1619
641,INR,USD,12-01-2018,1620
642,INR,USD,12-01-2018,1621
643,INR,USD,12-01-2018,1622
644,INR,USD,12-01-2018,1623
645,INR,USD,12-01-2018,1624
646,INR,USD,12-01-2018,1625
647,INR,USD,12-01-2018,1626
648,INR,USD,12-01-2018,1627
649,INR,USD,12-01-2018,1628
650,INR,USD,12-01-2018,1629
651,INR,USD,12-01-2018,1630
652,INR,USD,12-01-2018,1631
653,INR,USD,12-01-2018,1632
654,INR,USD,12-01-2018,1633
655,INR,USD,12-01-2018,1634
656,INR,USD,12-01-2018,1635
657,INR,USD,12-01-2018,1636
658,INR,USD,12-01-2018,1637
659,INR,USD,12-01-2018,1638
660,INR,USD,12-01-2018,1639
661,INR,USD,12-01-2018,1640
662,INR,USD,12-01-2018,1641
663,INR,USD,12-01-2018,1642
664,INR,USD,12-01-2018,1643
665,INR,USD,12-01-2018,1644
666,INR,USD,12-01-2018,1645
667,INR,USD,12-01-2018,1646
668,INR,USD,12-01-2018,1647
669,INR,USD,12-01-2018,1648
670,INR,USD,12-01-2018,1649
671,INR,USD,12-01-2018,1650
672,INR,USD,12-01-2018,1651
673,INR,USD,12-01-2018,1652
674,INR,USD,12-01-2018,1653
675,INR,USD,12-01-2018,1654
676,INR,USD,12-01-2018,1655
677,INR,USD,12-01-2018,1656
678,INR,USD,12-01-2018,1657
679,INR,USD,12-01-2018,1658
680,INR,USD,12-01-2018,1659
681,INR,USD,12-01-2018,1660
682,INR,USD,12-01-2018,1661
683,INR,USD,12-01-2018,1662
684,INR,USD,12-01-2018,1663
685,INR,USD,12-01-2018,1664
686,INR,USD,12-01-2018,1665
687,INR,USD,12-01-2018,1666
688,INR,USD,12-01-2018,1667
689,INR,USD,12-01-2018,1668
690,INR,USD,12-01-2018,1669
691,INR,USD,12-01-2018,1670
692,INR,USD,12-01-2018,1671
693,INR,USD,12-01-2018,1672
694,INR,USD,12-01-2018,1673
695,INR,USD,12-01-2018,1674
696,INR,USD,12-01-2018,1675
697,INR,USD,12-01-2018,1676
698,INR,USD,12-01-2018,1677
699,INR,USD,12-01-2018,1678
700,INR,USD,12-01-2018,1679
701,INR,USD,12-01-2018,1680
702,INR,USD,12-01-2018,1681
703,INR,USD,12-01-2018,1682
704,INR,USD,12-01-2018,1683
705,INR,USD,12-01-2018,1684
706,INR,USD,12-01-2018,1685
707,INR,USD,12-01-2018,1686
708,INR,USD,12-01-2018,1687
709,INR,USD,12-01-2018,1688
710,INR,USD,12-01-2018,1689
711,INR,USD,12-01-2018,1690
712,INR,USD,12-01-2018,1691
713,INR,USD,12-01-2018,1692
714,INR,USD,12-01-2018,1693
715,INR,USD,12-01-2018,1694
716,INR,USD,12-01-2018,1695
717,INR,USD,12-01-2018,1696
718,INR,USD,12-01-2018,1697
719,INR,USD,12-01-2018,1698
720,INR,USD,12-01-2018,1699
721,INR,USD,12-01-2018,1700
722,INR,USD,12-01-2018,1701
723,INR,USD,12-01-2018,1702
724,INR,USD,12-01-2018,1703
725,INR,USD,12-01-2018,1704
726,INR,USD,12-01-2018,1705
727,INR,USD,12-01-2018,1706
728,INR,USD,12-01-2018,1707
729,INR,USD,12-01-2018,1708
730,INR,USD,12-01-2018,1709
731,INR,USD,12-01-2018,1710
732,INR,USD,12-01-2018,1711
733,INR,USD,12-01-2018,1712
734,INR,USD,12-01-2018,1713
735,INR,USD,12-01-2018,1714
736,INR,USD,12-01-2018,1715
737,INR,USD,12-01-2018,1716
738,INR,USD,12-01-2018,1717
739,INR,USD,12-01-2018,1718
740,INR,USD,12-01-2018,1719
741,INR,USD,12-01-2018,1720
742,INR,USD,12-01-2018,1721
743,INR,USD,12-01-2018,1722
744,INR,USD,12-01-2018,1723
745,INR,USD,12-01-2018,1724
746,INR,USD,12-01-2018,1725
747,INR,USD,12-01-2018,1726
748,INR,USD,12-01-2018,1727
749,INR,USD,12-01-2018,1728
750,INR,USD,12-01-2018,1729
751,INR,USD,12-01-2018,1730
752,INR,USD,12-01-2018,1731
753,INR,USD,12-01-2018,1732
754,INR,USD,12-01-2018,1733
755,INR,USD,12-01-2018,1734
756,INR,USD,12-01-2018,1735
757,INR,USD,12-01-2018,1736
758,INR,USD,12-01-2018,1737
759,INR,USD,12-01-2018,1738
760,INR,USD,12-01-2018,1739
761,INR,USD,12-01-2018,1740
762,INR,USD,12-01-2018,1741
763,INR,USD,12-01-2018,1742
764,INR,USD,12-01-2018,1743
765,INR,USD,12-01-2018,1744
766,INR,USD,12-01-2018,1745
767,INR,USD,12-01-2018,1746
768,INR,USD,12-01-2018,1747
769,INR,USD,12-01-2018,1748
770,INR,USD,12-01-2018,1749
771,INR,USD,12-01-2018,1750
772,INR,USD,12-01-2018,1751
773,INR,USD,12-01-2018,1752
774,INR,USD,12-01-2018,1753
775,INR,USD,12-01-2018,1754
776,INR,USD,12-01-2018,1755
777,INR,USD,12-01-2018,1756
778,INR,USD,12-01-2018,1757
779,INR,USD,12-01-2018,1758
780,INR,USD,12-01-2018,1759
781,INR,USD,12-01-2018,1760
782,INR,USD,12-01-2018,1761
783,INR,USD,12-01-2018,1762
784,INR,USD,12-01-2018,1763
785,INR,USD,12-01-2018,1764
786,INR,USD,12-01-2018,1765
787,INR,USD,12-01-2018,1766
